Lat,Lon,Month,NDVI,NDVI_clim,NDVI_anom,NDVI_lag1,NDVI_anom_lag1,NDVI_lag2,NDVI_anom_lag2
64.0240225924805,20.650909809080684,2018-09-01,0.6093000000000001,0.62375625,-0.0144562499999999,0.6122500000000001,-0.0767812499999999,0.65995,-0.0434562499999999
56.72967709280335,15.956412552666194,2018-09-01,0.6071000000000001,0.600225,0.006875,0.61515,0.0382562499999999,0.6162500000000001,-0.0264624999999999
55.61495385089934,14.276140612630536,2018-09-01,0.72935,0.6944375,0.0349125,0.6988000000000001,0.0075312500000001,0.6736500000000001,-0.0290687499999999
61.71439474385768,17.37262761686924,2018-06-01,0.74255,0.7741875,-0.0316374999999999,0.70265,-0.0040187499999999,0.41235,-0.2231125
56.730930869656625,15.906115622033894,2018-09-01,0.6914,0.72468125,-0.03328125,0.7040500000000001,-0.04705625,0.6919500000000001,-0.0574624999999999
64.02516005249741,20.64969292872864,2018-09-01,0.6093000000000001,0.62375625,-0.0144562499999999,0.6122500000000001,-0.0767812499999999,0.65995,-0.0434562499999999
62.57711956560844,15.342329320907076,2018-09-01,0.6422,0.6147812500000001,0.0274187499999999,0.6766,-0.0528125,0.7104,-0.0238312499999999
64.4592595613516,19.055091362990023,2018-09-01,0.6401,0.6566437500000001,-0.01654375,0.66815,-0.0560249999999999,0.7260500000000001,-0.0085999999999999
66.41833754346398,20.954387235554048,2018-09-01,0.6907,0.6975250000000001,-0.006825,0.6876,-0.01006875,0.65815,-0.0632249999999999
64.26308009324231,20.192353887064716,2018-09-01,0.6877500000000001,0.6888937500000001,-0.0011437499999999,0.6798000000000001,-0.04786875,0.7232000000000001,-0.0108312499999999
64.26555729007008,20.191259313438163,2018-09-01,0.74145,0.7101625,0.0312875,0.72585,-0.0138687499999999,0.7292500000000001,-0.0058812499999999
61.99008164116993,17.0267877098125,2018-03-01,0.00125,0.0799125,-0.0786625,0.0438,-0.0151999999999999,0.0438,-0.0151999999999999
60.15711299858264,16.72648463830713,2018-06-01,0.7039000000000001,0.7461562500000001,-0.0422562499999999,0.6735,0.03081875,0.6434000000000001,0.02656875
60.1556853265846,16.730424258192155,2018-06-01,0.6674,0.72594375,-0.05854375,0.6418,0.051775,0.5275000000000001,-0.0062624999999999
60.163412315415535,16.725454001099248,2018-11-01,0.4775,0.3887875,0.0887125,0.66515,-0.0072937499999999,0.73555,-0.01619375
60.20935032457348,18.74622231516258,2018-07-01,0.743,0.7810875,-0.0380875,0.72365,-0.0852,0.78435,0.0094812499999999
57.21859384075027,13.63118422848747,2018-06-01,0.7493000000000001,0.75305,-0.0037499999999999,0.73645,0.0348312499999999,0.658,0.0161624999999999
64.2152567447377,19.710165347446956,2018-06-01,0.79445,0.7691125000000001,0.0253374999999999,0.7038500000000001,0.11511875,0.7038500000000001,0.11511875
57.60955116886492,18.373417318671937,2018-07-01,0.65305,0.68966875,-0.03661875,0.6745,-0.04165,0.6927500000000001,0.037475
56.942200063085565,15.798245716341306,2018-07-01,0.7051000000000001,0.74928125,-0.0441812499999999,0.7152000000000001,-0.0694249999999999,0.7152000000000001,-0.0694249999999999
56.94134697506998,15.79832804468677,2018-07-01,0.6968500000000001,0.75818125,-0.0613312499999999,0.7265,-0.0621,0.7265,-0.0621
56.942200063085565,15.798245716341306,2018-06-01,0.7152000000000001,0.784625,-0.0694249999999999,0.7152000000000001,-0.0694249999999999,0.72175,0.01771875
56.94134697506998,15.79832804468677,2018-06-01,0.7265,0.7886000000000001,-0.0621,0.7265,-0.0621,0.6607500000000001,-0.0377624999999999
56.92660130532633,15.79161438525307,2018-06-01,0.7834,0.7934625000000001,-0.0100625,0.75795,0.0353499999999999,0.67135,0.0215999999999999
56.974141844743514,15.805934349968863,2018-07-01,0.69815,0.7873125000000001,-0.0891625,0.7355,-0.04828125,0.75475,0.0306374999999999
57.06123179263967,15.974625706175823,2018-05-01,0.8340500000000001,0.7302000000000001,0.10385,0.5941000000000001,0.02626875,0.5941000000000001,0.02626875
56.787562949630065,13.417261829780376,2018-07-01,0.5196500000000001,0.6484562500000001,-0.12880625,0.50815,-0.1144312499999999,0.51695,-0.046575
56.78741135933813,13.4173205722807,2018-07-01,0.5196500000000001,0.6484562500000001,-0.12880625,0.50815,-0.1144312499999999,0.50815,-0.1144312499999999
56.78651386914954,13.415020809027393,2018-07-01,0.71585,0.7621812500000001,-0.0463312500000001,0.72945,-0.0219,0.72945,-0.0219
56.78741135933813,13.4173205722807,2018-06-01,0.50815,0.62258125,-0.1144312499999999,0.50815,-0.1144312499999999,0.51695,-0.0465749999999999
56.78651386914954,13.415020809027393,2018-06-01,0.72945,0.7513500000000001,-0.0219,0.72945,-0.0219,0.6989500000000001,0.0107687500000001
56.78795770781656,13.41582911471846,2018-05-01,0.51695,0.563525,-0.046575,0.232,-0.1874062499999999,0.02255,-0.40186875
56.78741135933813,13.4173205722807,2018-05-01,0.51695,0.5635249999999999,-0.0465749999999999,0.51695,-0.0465749999999999,0.51695,-0.0465749999999999
56.78651386914954,13.415020809027393,2018-05-01,0.6989500000000001,0.68818125,0.0107687500000001,0.6989500000000001,0.0107687500000001,0.6989500000000001,0.0107687500000001
56.788280043574154,13.414368244885312,2018-04-01,0.232,0.41940625,-0.18740625,0.02255,-0.40186875,0.02255,-0.40186875
56.788280043574154,13.414368244885312,2018-04-01,0.232,0.41940625,-0.18740625,0.232,-0.18740625,0.02255,-0.40186875
56.77775093365989,15.884811666097727,2018-12-01,0.57515,0.4367875,0.1383625,0.58545,0.1188625,0.58545,0.1188625
60.64961221102739,17.49227988150815,2018-02-01,,,,,,,
63.79986087618257,20.46300090957975,2018-03-01,0.2472,0.2279875,0.0192124999999999,0.2285,-0.0239428571428571,,
63.76721939767339,20.316249963410534,2018-03-01,0.0841,0.10559375,-0.02149375,0.05535,-0.0437571428571428,,
59.79228174119151,16.071213995902763,2018-03-01,0.0739,0.377425,-0.303525,0.11315,-0.2594785714285714,,
56.752629422015175,12.906374784552906,2018-04-01,0.6344000000000001,0.6309687500000001,0.0034312499999999,0.37655,-0.21064375,0.37655,-0.21064375
61.99008164116993,17.0267877098125,2018-04-01,0.18005,0.2954125,-0.1153625,0.18005,-0.1153625,0.00125,-0.0786625
59.39477055379411,13.58231994261119,2018-05-01,0.45205,0.4248875,0.0271624999999999,0.2424,-0.00825625,0.1031,-0.1461874999999999
